faiss_row,logical_product_id,chunk_source,token_count,chunk_text
35,P0016,platform_summary,222,"Name: 4-in-1 Tinted Moisturizer Broad Spectrum SPF 20
Brand: PÜR
Category: Tinted Moisturizer
Pros: good/buildable coverage, glowy/radiant finish, gentle/non-irritating, long-lasting wear, hydrating/non-drying, lightweight feel, blends easily, flattering/good shade match, smooth/creamy texture, does not emphasize lines/wrinkles
Cons: too shiny/glittery, can cause breakouts, causes irritation/burning, heavy/thick feel, cakey finish, creases/settles into lines, drying/emphasizes dry patches, oxidizes/changes color, poor/insufficient coverage
Best uses: alone instead of foundation, dry skin, everyday wear, combination skin, covering blemishes/dark spots, humid/hot weather, mature skin, medium/olive skin tones, sensitive skin, under-eye dark circles/brightening"
36,P0017,description,425,"Name: 8D Deep Glam Complexion Pro Face Palette
Brand: Morphe
Category: Contouring
Description: Complexion Obsession. The Morphe 8D Deep Glam Complexion Pro Face Palette has your perfect bronzer, highlighter, blush, brightener, and contour all in one place. Details Benefits All-in-one face palette Five unique formulas to give your complexion depth and dimension How To Use Brightener: Create light and luminosity by applying this underneath the eyes, to the inner corners of the eyes, and around the inner cheek area with a precise brush. Feeling extra? Add it to the center of the nose, chin, and forehead. Bronzer: Warm things up by placing bronzer on the high points of your face. Use downward motions and a fluffy complexion brush to perfect that sun-kissed look. Contour: To help chisel and sculpt, use an angled brush to place contour on the temples (near the hairline), underneath cheekbones, and in the hollows of the cheeks. Blush: To add depth and create a healthy-looking glow, saturate a full, soft brush and place blush around cheekbones, the apples of the cheeks, lower cheek area, and the center of the nose. Highlighter: Drop the pop on the high cheekbones, center of the forehead, bridge of the nose, brow bone, eyelids, Cupid's bow, and center of the chin. Morphe loves applying highlighter with a blender brush (or fan brush for a more subtle look). Insider Tip: For added brilliance, spritz a synthetic brush with Luminous Setting Spray and use it to apply highlighter. Mix your brightener with a little blush to create a soft, custom flush."
37,P0017,platform_summary,125,"Name: 8D Deep Glam Complexion Pro Face Palette
Brand: Morphe
Category: Contouring
Pros: strong pigmentation/color payoff, good/buildable coverage, blends easily, flattering/good shade match, easy to apply/use, good value/affordable, long-lasting wear
Cons: too expensive/poor value
Best uses: deep/dark skin tones, bronzing/contouring, everyday wear, eyeshadow/eye looks, professional/MUA kit, cheeks/blush, highlighting, setting makeup"
38,P0018,description,429,"Name: 8M Medium Vibes Complexion Pro Face Palette
Brand: Morphe
Category: Contouring
Description: Complexion Obsession. The Morphe 8M Medium Vibes Complexion Pro Face Palette has your perfect bronzer, highlighter, blush, brightener, and contour all in one place. Details Benefits All-in-one face palette Five unique formulas & 8 shades to give your complexion depth and dimension How To Use Brightener: Create light and luminosity by applying this underneath the eyes, to the inner corners of the eyes, and around the inner cheek area with a precise brush. Feeling extra? Add it to the center of the nose, chin, and forehead. Bronzer: Warm things up by placing bronzer on the high points of your face. Use downward motions and a fluffy complexion brush to perfect that sun-kissed look. Contour: To help chisel and sculpt, use an angled brush to place contour on the temples (near the hairline), underneath cheekbones, and in the hollows of the cheeks. Blush: To add depth and create a healthy-looking glow, saturate a full, soft brush and place blush around cheekbones, the apples of the cheeks, lower cheek area, and the center of the nose. Highlighter: Drop the pop on the high cheekbones, center of the forehead, bridge of the nose, brow bone, eyelids, Cupid's bow, and center of the chin. Morphe loves applying highlighter with a blender brush (or fan brush for a more subtle look). Insider Tip: For added brilliance, spritz a synthetic brush with Luminous Setting Spray and use it to apply highlighter. Mix your brightener with a little blush to create a soft, custom flush."
39,P0018,platform_summary,107,"Name: 8M Medium Vibes Complexion Pro Face Palette
Brand: Morphe
Category: Contouring
Pros: long-lasting wear, strong pigmentation/color payoff, blends easily, flattering/good shade match, smooth/creamy texture
Cons: 
Best uses: everyday wear, medium/olive skin tones, bronzing/contouring, under-eye dark circles/brightening, cheeks/blush, long-wear events, professional/MUA kit"
40,P0019,description,427,"Name: 8R That's Rich Complexion Pro Face Palette
Brand: Morphe
Category: Contouring
Description: Complexion Obsession. The Morphe 8R That's Rich Complexion Pro Face Palette has your perfect bronzer, highlighter, blush, brightener, and contour all in one place. Details Benefits All-in-one face palette Five unique formulas to give your complexion depth and dimension How To Use Brightener: Create light and luminosity by applying this underneath the eyes, to the inner corners of the eyes, and around the inner cheek area with a precise brush. Feeling extra? Add it to the center of the nose, chin, and forehead. Bronzer: Warm things up by placing bronzer on the high points of your face. Use downward motions and a fluffy complexion brush to perfect that sun-kissed look. Contour: To help chisel and sculpt, use an angled brush to place contour on the temples (near the hairline), underneath cheekbones, and in the hollows of the cheeks. Blush: To add depth and create a healthy-looking glow, saturate a full, soft brush and place blush around cheekbones, the apples of the cheeks, lower cheek area, and the center of the nose. Highlighter: Drop the pop on the high cheekbones, center of the forehead, bridge of the nose, brow bone, eyelids, Cupid's bow, and center of the chin. Morphe loves applying highlighter with a blender brush (or fan brush for a more subtle look). Insider Tip: For added brilliance, spritz a synthetic brush with Luminous Setting Spray and use it to apply highlighter. Mix your brightener with a little blush to create a soft, custom flush."
41,P0019,platform_summary,158,"Name: 8R That's Rich Complexion Pro Face Palette
Brand: Morphe
Category: Contouring
Pros: smooth/creamy texture, strong pigmentation/color payoff, flattering/good shade match, matte finish/oil control, blends easily, easy to apply/use, good value/affordable, natural-looking finish
Cons: difficult to blend, too shiny/glittery
Best uses: bronzing/contouring, highlighting, cheeks/blush, eyeshadow/eye looks, professional/MUA kit, deep/dark skin tones, humid/hot weather, travel/on-the-go touch-ups, under-eye dark circles/brightening"
42,P0020,description,225,"Name: 9021-Glow! Cheek & Highlighter Duo
Brand: Petite n Pretty
Category: Highlighter
Description: Conscious Beauty at Ulta BeautyTM Clean Ingredients Cruelty Free With Petite 'n Pretty 9021-GLOW! Cheek & Highlighter Duo for kids and teens, highlighter and bronzer team up for light-catching looks all year long. Details Benefits Formulated Without Shades Velvety-soft powders deliver mega-wow sparkle, light-catching luminosity, and silky-smooth payoff Age-appropriate for kids, tweens and teens Pediatrician and dermatologist approved Cruelty-free Nuts Gluten Parabens Phthalates Sandbar Shimmer (rose gold shimmer) Beachside Bronze (V) (warm satin brown) How To Use Using the angled side of our dual-ended 2D brush, blend bronzer on cheeks. Use the domed side to sweep highlighter on the high points of the face."
43,P0020,platform_summary,115,"Name: 9021-Glow! Cheek & Highlighter Duo
Brand: Petite n Pretty
Category: Highlighter
Pros: flattering/good shade match, glowy/radiant finish, blends easily, natural-looking finish, strong pigmentation/color payoff
Cons: heavy/thick feel, creases/settles into lines, difficult to blend
Best uses: bronzing/contouring, beginners/learning makeup, highlighting, deep/dark skin tones, eyeshadow/eye looks"
44,P0021,description,354,"Name: 9021-Glow! Eye & Cheek Palette
Brand: Petite n Pretty
Category: Highlighter
Description: Conscious Beauty at Ulta BeautyTM Clean Ingredients Cruelty Free Petite 'n Pretty's best-selling makeup palette for kids, 9021-GLOW! Eye & Cheek Palette makes any look possible - from amped-up sparkle to low-key neutral. Details Benefits Formulated Without Shades Richly pigmented powders deliver mega-wow sparkle, light-catching luminosity, and a silky-smooth payoff Age-appropriate for kids, tweens and teens Dual-ended artistry brush custom-sized for petite features Pediatrician, ophthalmologist, and dermatologist approved Cruelty-free Nuts Gluten Parabens Phthalates Flashing Lights (iridescent pink) Poolside Bling (pearly lavender) Pop!-arrazi (pearl-pink bronze) Shimmer Sand (soft, pale pink) Bungalow Bronze (champagne bronze sparkle) Sunset Sparkle (sun-kissed rose) Pink Palms blush (cool matte pink) Beamer highlighter (soft pink sparkle) How To Use Using the smaller end of the brush, apply eyeshadows onto eyelids for desired look. Using the larger side, place brush into blush and dust onto the apples of your cheeks. Finish off the look by applying the highlighter to your cheekbones and along the bridge of your nose."
45,P0021,platform_summary,102,"Name: 9021-Glow! Eye & Cheek Palette
Brand: Petite n Pretty
Category: Highlighter
Pros: convenient packaging/applicator, flattering/good shade match, glowy/radiant finish, good value/affordable, long-lasting wear, natural-looking finish, resists smudging/transfer
Cons: 
Best uses: cheeks/blush, eyeshadow/eye looks, highlighting, sensitive skin"
46,P0022,description,378,"Name: Acne Fighting Putty Primer
Brand: e.l.f. Cosmetics
Category: Face Primer
Description: Conscious Beauty at Ulta BeautyTM Vegan Cruelty Free e.l.f. Cosmetics Acne Fighting Putty Primer is a makeup primer formulated with acne-fighting ingredients to calm irritation while smoothing skin for a flawless and even complexion. Details Benefits Key Ingredients Formulated Without Unique creamy formula with a matte finish Helps control acne & prevent future breakouts Calms irritated skin Smoothes over pores & imperfections for a flawless complexion Preps & primes skin for makeup that lasts all day Great for acne-prone, combination & oily skin 100% vegan, cruelty-free & Leaping Bunny Certified Salicylic acid fights acne, prevents future breakouts & calms irritated skin Zinc reduces inflammation & provides anti-aging benefits Kaolin helps control oil & draws out imperfections Phthalates Parabens Nonylphenol ethoxylates Triclosan Triclocarban Hydroquinone How To Use Apply a thin, even amount to moisturized skin prior to makeup application. Allow to set for 30 seconds before applying foundation. Explore e.l.f. Cosmetics Putty Primers: Poreless Putty Primer: Perfect for those who want a poreless, flawless finish Luminous Putty Primer: Perfect for those who want a radiant, glowing complexion Matte Putty Primer: Perfect for those who want a shine-free matte complexion C-Bright Putty Primer: Vitamin C infused face primer to brighten your skin tone"
